MMSI,# Timestamp,Latitude,Longitude,Navigational status,SOG,COG,Ship type,Width,Length,ts
219000824,05/09/2026 12:05:24,55.517188,11.119282,Moored,0.1,325.7,Cargo,6.0,15.0,2026-09-05 12:05:24
219000836,05/09/2026 12:00:08,54.916905,10.42813,Under way using engine,11.9,197.0,Passenger,13.0,50.0,2026-09-05 12:00:08
219000851,05/09/2026 12:01:16,55.058497,10.61523,Moored,0.0,343.2,Sailing,6.0,40.0,2026-09-05 12:01:16
219000892,05/09/2026 12:01:35,55.060767,10.6199,Moored,0.0,228.7,Dredging,6.0,27.0,2026-09-05 12:01:35
219000897,05/09/2026 12:00:07,56.127918,12.310208,Engaged in fishing,0.1,,Fishing,7.0,17.0,2026-09-05 12:00:07
219000899,05/09/2026 12:01:19,55.754,11.3255,Moored,0.1,276.9,Passenger,,,2026-09-05 12:01:19
219000949,05/09/2026 12:00:01,54.63411,11.380585,Restricted maneuverability,0.1,292.6,Other,27.0,67.0,2026-09-05 12:00:01
219000988,05/09/2026 12:01:59,55.753767,11.323923,Unknown value,0.0,,Pleasure,4.0,12.0,2026-09-05 12:01:59
219001061,05/09/2026 12:00:00,54.933957,10.83372,Under way using engine,0.0,189.0,Pilot,4.0,20.0,2026-09-05 12:00:00
219001063,05/09/2026 12:01:07,55.593642,12.67612,Moored,0.0,294.4,Pilot,4.0,10.0,2026-09-05 12:01:07
219001166,05/09/2026 12:00:07,56.154398,10.214172,Under way using engine,0.0,18.5,Passenger,4.0,13.0,2026-09-05 12:00:07
219001182,05/09/2026 12:00:11,55.822573,10.0639,Under way using engine,0.0,314.7,Passenger,6.0,20.0,2026-09-05 12:00:11
219001185,05/09/2026 12:00:37,55.672837,12.067325,Under way using engine,4.5,173.4,Other,7.0,39.0,2026-09-05 12:00:37
219001214,05/09/2026 12:00:03,56.041713,12.613213,Under way using engine,0.0,,Dredging,6.0,15.0,2026-09-05 12:00:03
219001218,05/09/2026 12:04:34,54.854485,10.522558,Moored,0.0,218.7,Other,6.0,34.0,2026-09-05 12:04:34
219001259,05/09/2026 12:01:59,54.996725,11.877278,Moored,0.0,143.0,Dredging,8.0,43.0,2026-09-05 12:01:59
219001262,05/09/2026 12:01:22,56.15648,10.235117,Moored,0.0,234.7,Cargo,8.0,31.0,2026-09-05 12:01:22
219001284,05/09/2026 12:00:31,55.684373,12.59652,Moored,0.0,96.5,Cargo,7.0,31.0,2026-09-05 12:00:31
219001306,05/09/2026 12:00:17,55.611235,12.680442,Moored,0.0,270.5,SAR,4.0,16.0,2026-09-05 12:00:17
219001317,05/09/2026 12:00:34,55.83641,12.05586,Moored,0.0,,Passenger,4.0,20.0,2026-09-05 12:00:34
219001362,05/09/2026 12:00:00,55.688613,12.624203,Under way using engine,0.0,297.2,Dredging,12.0,32.0,2026-09-05 12:00:00
219001375,05/09/2026 12:00:06,55.695563,12.612147,Unknown value,0.0,356.9,Passenger,6.0,20.0,2026-09-05 12:00:06
219001423,05/09/2026 12:03:14,55.964395,12.000458,Unknown value,0.0,,Pleasure,4.0,11.0,2026-09-05 12:03:14
219001461,05/09/2026 12:00:06,54.997167,11.877987,Under way using engine,0.0,282.2,Dredging,8.0,35.0,2026-09-05 12:00:06
219001514,05/09/2026 12:00:05,55.041018,11.643353,Under way using engine,7.3,308.5,Dredging,9.0,48.0,2026-09-05 12:00:05
219001604,05/09/2026 12:00:05,56.127085,12.309982,Engaged in fishing,0.0,283.5,Fishing,5.0,15.0,2026-09-05 12:00:05
219001764,05/09/2026 12:00:54,54.760088,11.861505,Unknown value,0.0,,Pleasure,,3.0,2026-09-05 12:00:54
219001771,05/09/2026 12:00:20,56.410078,10.924177,Moored,0.1,145.9,HSC,5.0,25.0,2026-09-05 12:00:20
219001819,05/09/2026 12:00:13,55.610795,12.501662,Under way using engine,0.0,188.6,Dredging,14.0,66.0,2026-09-05 12:00:13
219001844,05/09/2026 12:00:59,55.71573,10.014137,Unknown value,0.0,,Pleasure,4.0,11.0,2026-09-05 12:00:59
219001886,05/09/2026 12:00:52,56.243533,10.33954,Unknown value,0.0,,Sailing,3.0,10.0,2026-09-05 12:00:52
219002067,05/09/2026 12:01:47,55.331033,11.126407,Moored,0.1,342.9,Military,7.0,16.0,2026-09-05 12:01:47
219002177,05/09/2026 12:00:04,54.926643,11.372073,Under way using engine,7.2,1.6,Passenger,13.0,52.0,2026-09-05 12:00:04
219002226,05/09/2026 12:00:25,55.059318,10.620467,Unknown value,0.0,,Pleasure,4.0,15.0,2026-09-05 12:00:25
219002269,05/09/2026 12:02:34,55.913137,11.673707,Unknown value,0.0,25.9,Pleasure,4.0,11.0,2026-09-05 12:02:34
219002312,05/09/2026 12:00:03,55.721472,10.318648,Unknown value,7.4,52.2,Sailing,5.0,20.0,2026-09-05 12:00:03
219002349,05/09/2026 12:01:54,55.977353,12.59183,At anchor,0.1,57.3,Other,20.0,90.0,2026-09-05 12:01:54
219002392,05/09/2026 12:00:07,56.146328,10.214213,Under way using engine,0.0,60.7,Cargo,11.0,81.0,2026-09-05 12:00:07
219002409,05/09/2026 12:02:45,56.12714,12.30937,Unknown value,0.0,0.0,Fishing,5.0,15.0,2026-09-05 12:02:45
219002416,05/09/2026 12:00:03,56.1537,10.217237,Under way using engine,0.0,115.9,Tug,11.0,29.0,2026-09-05 12:00:03
219002493,05/09/2026 12:00:27,55.59908,10.6717,Under way using engine,6.4,334.0,Dredging,9.0,63.0,2026-09-05 12:00:27
219002602,05/09/2026 12:00:03,55.937458,11.905273,Reserved for future amendment [WIG],0.0,,Passenger,8.0,28.0,2026-09-05 12:00:03
219002639,05/09/2026 12:02:42,55.6881,12.622742,Unknown value,0.0,226.3,Tug,4.0,12.0,2026-09-05 12:02:42
219002661,05/09/2026 12:00:03,56.408847,10.92368,Under way using engine,0.0,286.3,Fishing,4.0,14.0,2026-09-05 12:00:03
219002666,05/09/2026 12:00:03,54.572213,11.92892,Under way using engine,0.0,,Pilot,5.0,14.0,2026-09-05 12:00:03
219002667,05/09/2026 12:00:02,55.677095,12.591622,Unknown value,3.9,354.1,Fishing,4.0,14.0,2026-09-05 12:00:02
219002684,05/09/2026 12:00:15,55.060555,10.617523,Moored,0.0,,Sailing,6.0,30.0,2026-09-05 12:00:15
219002707,05/09/2026 12:04:58,55.96381,11.997878,Unknown value,0.0,0.0,Pleasure,4.0,12.0,2026-09-05 12:04:58
219002719,05/09/2026 12:00:00,55.204213,11.697427,Under way using engine,6.8,244.0,Passenger,6.0,20.0,2026-09-05 12:00:00
219002726,05/09/2026 12:00:23,55.89718,11.766573,Unknown value,8.6,0.6,Fishing,5.0,24.0,2026-09-05 12:00:23
219002731,05/09/2026 12:00:13,56.40895,10.925875,Moored,0.0,220.7,Passenger,12.0,48.0,2026-09-05 12:00:13
219002758,05/09/2026 12:00:32,56.188372,10.258205,Unknown value,0.6,,Passenger,4.0,13.0,2026-09-05 12:00:32
219002764,05/09/2026 12:03:07,54.572123,11.929983,Moored,0.0,159.8,SAR,6.0,23.0,2026-09-05 12:03:07
219002769,05/09/2026 12:01:11,56.409312,10.92548,Moored,0.0,56.0,SAR,5.0,23.0,2026-09-05 12:01:11
219002798,05/09/2026 12:00:06,55.34375,11.059162,Under way using engine,0.0,77.2,Undefined,4.0,14.0,2026-09-05 12:00:06
219002823,05/09/2026 12:00:08,56.128237,12.309157,Engaged in fishing,0.0,282.8,Fishing,4.0,10.0,2026-09-05 12:00:08
219002846,05/09/2026 12:01:16,55.687555,12.615103,Unknown value,0.0,12.6,Sailing,3.0,12.0,2026-09-05 12:01:16
219002856,05/09/2026 12:00:17,55.052195,10.641065,Unknown value,8.9,348.7,Other,6.0,15.0,2026-09-05 12:00:17
219002857,05/09/2026 12:00:03,55.718312,12.664767,Under way using engine,7.6,56.4,Passenger,6.0,21.0,2026-09-05 12:00:03
219002867,05/09/2026 12:00:02,55.972548,11.367295,Engaged in fishing,0.1,345.9,Fishing,4.0,12.0,2026-09-05 12:00:02
219002874,05/09/2026 12:00:01,54.952702,12.466735,Unknown value,0.0,,Pleasure,13.0,13.0,2026-09-05 12:00:01
219003038,05/09/2026 12:04:04,55.794987,12.687897,Unknown value,5.2,174.7,Sailing,6.0,32.0,2026-09-05 12:04:04
219003062,05/09/2026 12:00:26,54.838825,11.491355,Unknown value,0.0,,Sailing,4.0,10.0,2026-09-05 12:00:26
219003103,05/09/2026 12:00:02,55.44952,10.664462,Unknown value,0.0,290.1,Fishing,3.0,12.0,2026-09-05 12:00:02
219003113,05/09/2026 12:00:02,55.821553,10.05241,Unknown value,0.0,223.0,Cargo,5.0,16.0,2026-09-05 12:00:02
219003141,05/09/2026 12:00:00,55.75349,11.793212,Under way using engine,7.8,235.8,Passenger,10.0,42.0,2026-09-05 12:00:00
219003232,05/09/2026 12:01:16,55.720628,11.709437,Unknown value,0.0,42.8,Sailing,6.0,29.0,2026-09-05 12:01:16
219003243,05/09/2026 12:01:13,55.761925,10.271275,Unknown value,0.1,,Sailing,3.0,9.0,2026-09-05 12:01:13
219003249,05/09/2026 12:02:16,56.154403,10.214717,Moored,0.0,13.8,Tug,7.0,25.0,2026-09-05 12:02:16
219003273,05/09/2026 12:00:14,55.69768,12.598722,Unknown value,6.0,184.0,Passenger,6.0,20.0,2026-09-05 12:00:14
219003452,05/09/2026 12:00:44,55.59397,12.676893,Under way using engine,0.0,273.2,Cargo,4.0,14.0,2026-09-05 12:00:44
219003485,05/09/2026 12:00:21,56.161592,10.231685,Unknown value,2.0,260.6,Passenger,7.0,20.0,2026-09-05 12:00:21
219003541,05/09/2026 12:03:17,54.912847,12.05128,Unknown value,0.0,19.6,Passenger,8.0,30.0,2026-09-05 12:03:17
219003596,05/09/2026 12:00:00,55.643198,12.6501,Unknown value,0.0,181.4,Sailing,4.0,10.0,2026-09-05 12:00:00
219003597,05/09/2026 12:00:50,55.060147,10.616317,Moored,0.0,260.2,Cargo,5.0,22.0,2026-09-05 12:00:50
219003656,05/09/2026 12:00:59,55.822885,10.052385,Unknown value,0.1,,Sailing,4.0,10.0,2026-09-05 12:00:59
219003826,05/09/2026 12:01:32,56.403532,10.924895,Moored,0.1,267.5,Pilot,4.0,15.0,2026-09-05 12:01:32
219003944,05/09/2026 12:02:26,55.452568,10.668743,Unknown value,0.1,,Pleasure,,,2026-09-05 12:02:26
219003948,05/09/2026 12:00:30,55.711845,12.590137,Unknown value,0.5,,Sailing,3.0,10.0,2026-09-05 12:00:30
219003966,05/09/2026 12:00:03,55.675803,11.101992,Unknown value,0.0,8.1,Cargo,10.0,22.0,2026-09-05 12:00:03
219004128,05/09/2026 12:00:06,56.128143,12.30874,Engaged in fishing,0.0,313.5,Fishing,5.0,14.0,2026-09-05 12:00:06
219004137,05/09/2026 12:02:53,55.913948,11.673105,Unknown value,0.0,,Sailing,4.0,12.0,2026-09-05 12:02:53
219004145,05/09/2026 12:00:17,55.09436,10.239603,Unknown value,0.1,184.4,Passenger,5.0,12.0,2026-09-05 12:00:17
219004203,05/09/2026 12:00:02,56.128033,12.308683,Unknown value,0.0,126.6,Fishing,5.0,15.0,2026-09-05 12:00:02
219004242,05/09/2026 12:00:05,56.408322,10.923693,Engaged in fishing,0.0,274.0,Fishing,4.0,10.0,2026-09-05 12:00:05
219004371,05/09/2026 12:01:15,55.049407,10.613992,Unknown value,0.1,,Pleasure,3.0,9.0,2026-09-05 12:01:15
219004502,05/09/2026 12:01:25,55.281355,11.803262,Unknown value,0.0,87.4,Pleasure,,,2026-09-05 12:01:25
219004564,05/09/2026 12:02:50,55.688252,12.619458,Unknown value,0.1,,Pleasure,4.0,13.0,2026-09-05 12:02:50
219004634,05/09/2026 12:02:02,55.710645,12.591918,Unknown value,0.1,,Pleasure,,,2026-09-05 12:02:02
219004668,05/09/2026 12:01:08,54.938658,10.705128,Unknown value,0.0,162.5,Pleasure,4.0,16.0,2026-09-05 12:01:08
219004695,05/09/2026 12:09:42,55.677268,12.592887,Unknown value,6.1,51.2,Passenger,6.0,20.0,2026-09-05 12:09:42
219004746,05/09/2026 12:00:29,55.715827,10.017915,Unknown value,0.1,,Sailing,4.0,12.0,2026-09-05 12:00:29
219004819,05/09/2026 12:02:18,55.836158,12.054458,Unknown value,0.1,308.1,Sailing,4.0,14.0,2026-09-05 12:02:18
219004896,05/09/2026 12:01:23,55.058567,10.621128,Moored,0.0,,Undefined,6.0,22.0,2026-09-05 12:01:23
219004907,05/09/2026 12:01:39,55.67901,12.635278,Unknown value,0.1,,Cargo,5.0,18.0,2026-09-05 12:01:39
219004937,05/09/2026 12:02:28,55.64306,12.650298,Unknown value,0.5,,Sailing,4.0,11.0,2026-09-05 12:02:28
219005012,05/09/2026 12:01:09,56.126458,12.312753,Unknown value,0.0,29.2,Pleasure,3.0,12.0,2026-09-05 12:01:09
219005068,05/09/2026 12:00:08,55.17145,11.160233,Under way using engine,0.0,213.9,Passenger,12.0,37.0,2026-09-05 12:00:08
219005134,05/09/2026 12:02:21,55.726428,12.586762,Unknown value,0.0,,Pleasure,,,2026-09-05 12:02:21
219005151,05/09/2026 12:02:22,55.942405,11.868848,Unknown value,0.1,35.5,Pleasure,4.0,11.0,2026-09-05 12:02:22
219005313,05/09/2026 12:00:04,56.152387,10.251292,Under way using engine,0.1,275.8,Port tender,6.0,14.0,2026-09-05 12:00:04
219005385,05/09/2026 12:00:29,56.126585,12.310113,Unknown value,0.0,356.3,Pleasure,3.0,10.0,2026-09-05 12:00:29
219005395,05/09/2026 12:01:32,55.688553,12.616762,Unknown value,0.1,49.4,Sailing,4.0,12.0,2026-09-05 12:01:32
219005477,05/09/2026 12:00:06,56.152515,10.251248,Reserved for future amendment [HSC],0.0,280.4,Pilot,4.0,14.0,2026-09-05 12:00:06
219005574,05/09/2026 12:00:33,55.695857,12.612408,Unknown value,0.0,0.0,Port tender,,,2026-09-05 12:00:33
219005921,05/09/2026 12:00:09,56.126498,12.311213,Engaged in fishing,0.1,196.5,Fishing,6.0,18.0,2026-09-05 12:00:09
219005941,05/09/2026 12:00:04,56.127083,12.30963,Engaged in fishing,0.0,152.6,Fishing,4.0,12.0,2026-09-05 12:00:04
219005969,05/09/2026 12:00:04,56.126457,12.309373,Engaged in fishing,0.0,303.6,Fishing,4.0,14.0,2026-09-05 12:00:04
219005979,05/09/2026 12:02:54,54.82984,11.123583,Unknown value,0.0,332.5,Tug,4.0,12.0,2026-09-05 12:02:54
219005991,05/09/2026 12:04:20,55.676008,11.100137,Unknown value,0.0,,Dredging,3.0,9.0,2026-09-05 12:04:20
219006006,05/09/2026 12:01:54,55.70382,12.60127,Unknown value,0.0,0.0,Passenger,6.0,20.0,2026-09-05 12:01:54
219006007,05/09/2026 12:00:09,55.680752,12.598027,Unknown value,5.8,36.9,Passenger,6.0,20.0,2026-09-05 12:00:09
219006026,05/09/2026 12:00:03,54.966697,10.491775,Unknown value,0.0,35.4,Passenger,4.0,14.0,2026-09-05 12:00:03
219006078,05/09/2026 12:02:48,55.695347,12.612652,Unknown value,0.1,,Passenger,4.0,15.0,2026-09-05 12:02:48
219006099,05/09/2026 12:01:56,55.470127,10.536507,Unknown value,0.3,322.8,Port tender,4.0,12.0,2026-09-05 12:01:56
219006386,05/09/2026 12:00:43,55.695517,12.6118,Unknown value,0.0,4.8,Passenger,6.0,20.0,2026-09-05 12:00:43
219006387,05/09/2026 12:00:00,55.691005,12.600887,Unknown value,8.1,176.3,Passenger,6.0,20.0,2026-09-05 12:00:00
219006397,05/09/2026 12:00:02,55.678723,12.595348,Unknown value,4.0,49.4,Passenger,5.0,20.0,2026-09-05 12:00:02
219006461,05/09/2026 12:08:58,55.138907,10.785497,Unknown value,0.0,184.9,Pleasure,3.0,8.0,2026-09-05 12:08:58
219006563,05/09/2026 12:02:03,55.30007,10.807012,Moored,0.0,209.0,Tug,6.0,21.0,2026-09-05 12:02:03
219006593,05/09/2026 12:00:05,54.9338,10.83427,Under way using engine,0.0,306.5,Undefined,,,2026-09-05 12:00:05
219006598,05/09/2026 12:00:09,56.408658,10.921842,Engaged in fishing,0.0,,Fishing,4.0,10.0,2026-09-05 12:00:09
219007103,05/09/2026 12:01:22,55.650425,12.08019,Unknown value,0.0,,Sailing,4.0,30.0,2026-09-05 12:01:22
219007111,05/09/2026 12:03:45,55.715138,10.016493,Unknown value,0.0,53.9,Pleasure,3.0,10.0,2026-09-05 12:03:45
219007155,05/09/2026 12:00:00,54.85694,10.805105,Unknown value,4.6,30.2,Other,4.0,14.0,2026-09-05 12:00:00
219007314,05/09/2026 12:00:01,56.128065,12.3097,Engaged in fishing,0.0,3.9,Fishing,4.0,12.0,2026-09-05 12:00:01
219007363,05/09/2026 12:01:30,54.657273,11.350058,Moored,0.0,337.3,Dredging,17.0,46.0,2026-09-05 12:01:30
219007366,05/09/2026 12:00:03,55.058728,10.620247,Under way using engine,0.0,39.0,Tug,4.0,15.0,2026-09-05 12:00:03
219007393,05/09/2026 12:00:03,56.127608,12.310308,Under way sailing,0.1,154.2,Other,6.0,18.0,2026-09-05 12:00:03
219007414,05/09/2026 12:02:16,55.300193,10.80696,Moored,0.0,163.3,Spare 1,20.0,36.0,2026-09-05 12:02:16
219007462,05/09/2026 12:02:34,55.723855,12.603643,Unknown value,0.0,0.0,Cargo,4.0,15.0,2026-09-05 12:02:34
219007538,05/09/2026 12:01:43,54.829895,11.132388,Unknown value,0.0,199.0,Pleasure,4.0,12.0,2026-09-05 12:01:43
219007572,05/09/2026 12:00:08,55.502612,10.750072,Moored,7.4,151.2,Dredging,7.0,27.0,2026-09-05 12:00:08
219007685,05/09/2026 12:05:10,55.125388,12.043313,Unknown value,0.1,,Sailing,4.0,10.0,2026-09-05 12:05:10
219007693,05/09/2026 12:00:09,55.695972,12.612447,Unknown value,0.0,0.0,Port tender,,,2026-09-05 12:00:09
219007731,05/09/2026 12:02:24,55.695853,12.612963,Unknown value,0.0,0.0,Law enforcement,2.0,8.0,2026-09-05 12:02:24
219007752,05/09/2026 12:01:54,55.963038,11.843965,Unknown value,0.0,,Sailing,4.0,11.0,2026-09-05 12:01:54
219007788,05/09/2026 12:06:00,55.333317,11.134222,Unknown value,0.0,233.4,Fishing,4.0,10.0,2026-09-05 12:06:00
219007806,05/09/2026 12:04:56,55.125138,12.043223,Unknown value,0.0,357.6,Pleasure,3.0,10.0,2026-09-05 12:04:56
219007845,05/09/2026 12:03:08,54.983863,12.281445,Unknown value,0.0,,Pleasure,3.0,15.0,2026-09-05 12:03:08
219007884,05/09/2026 12:01:08,54.8515,10.523972,Unknown value,0.0,53.0,Pleasure,3.0,11.0,2026-09-05 12:01:08
219007898,05/09/2026 12:00:02,55.682453,12.594938,Under way using engine,0.0,321.4,Cargo,7.0,36.0,2026-09-05 12:00:02
219007932,05/09/2026 12:03:21,54.933725,10.834118,Unknown value,0.0,0.0,Fishing,4.0,12.0,2026-09-05 12:03:21
219007937,05/09/2026 12:00:09,55.764182,12.606688,Restricted maneuverability,0.0,301.5,Other,16.0,24.0,2026-09-05 12:00:09
219008177,05/09/2026 12:00:36,55.720763,12.598145,Unknown value,0.0,,Sailing,4.0,12.0,2026-09-05 12:00:36
219008234,05/09/2026 12:00:28,54.891287,12.045907,Unknown value,0.1,,Pleasure,,,2026-09-05 12:00:28
219008283,05/09/2026 12:00:07,55.45268,10.667715,Unknown value,0.0,,Sailing,4.0,11.0,2026-09-05 12:00:07
219008292,05/09/2026 12:00:02,55.688525,12.614778,Unknown value,0.0,,Sailing,4.0,10.0,2026-09-05 12:00:02
219008701,05/09/2026 12:00:05,55.710527,12.592105,Unknown value,0.0,,Sailing,4.0,12.0,2026-09-05 12:00:05
219008754,05/09/2026 12:01:16,55.003173,11.917732,Unknown value,0.0,,Pleasure,,,2026-09-05 12:01:16
219008801,05/09/2026 12:00:11,55.963872,11.846137,Unknown value,0.1,,Sailing,8.0,14.0,2026-09-05 12:00:11
219009082,05/09/2026 12:01:29,56.125937,12.312302,Unknown value,0.0,137.3,Pleasure,4.0,13.0,2026-09-05 12:01:29
219009101,05/09/2026 12:02:38,56.412552,10.925532,Moored,0.0,175.2,Other,6.0,15.0,2026-09-05 12:02:38
219009183,05/09/2026 12:00:01,55.963203,11.847567,Unknown value,0.0,188.6,Fishing,6.0,16.0,2026-09-05 12:00:01
219009203,05/09/2026 12:01:51,56.243327,10.34209,Unknown value,0.0,207.1,Sailing,4.0,11.0,2026-09-05 12:01:51
219009338,05/09/2026 12:00:02,54.572447,11.928397,Under way using engine,0.0,339.9,Passenger,6.0,24.0,2026-09-05 12:00:02
219009346,05/09/2026 12:00:40,55.828107,12.061398,Unknown value,0.1,309.6,Pleasure,3.0,9.0,2026-09-05 12:00:40
219009528,05/09/2026 12:01:02,55.096907,10.229027,Unknown value,0.1,183.7,Pleasure,4.0,12.0,2026-09-05 12:01:02
219009615,05/09/2026 12:00:21,54.99681,11.291797,Unknown value,7.8,121.6,Fishing,4.0,10.0,2026-09-05 12:00:21
219009657,05/09/2026 12:00:26,55.644198,12.649837,Unknown value,0.0,139.1,Pleasure,4.0,13.0,2026-09-05 12:00:26
219009738,05/09/2026 12:00:07,55.972493,11.367443,Under way sailing,0.0,333.4,Fishing,4.0,11.0,2026-09-05 12:00:07
219009864,05/09/2026 12:00:56,55.051887,10.61174,Unknown value,0.1,,Pleasure,4.0,12.0,2026-09-05 12:00:56
219010025,05/09/2026 12:00:12,55.609962,12.387895,Unknown value,0.1,332.1,Sailing,4.0,12.0,2026-09-05 12:00:12
219010032,05/09/2026 12:02:11,56.404235,10.926153,Unknown value,0.0,0.0,Pleasure,4.0,13.0,2026-09-05 12:02:11
219010171,05/09/2026 12:01:02,55.642455,12.651433,Unknown value,0.2,301.9,Sailing,3.0,9.0,2026-09-05 12:01:02
219010336,05/09/2026 12:00:16,54.934167,10.834145,Unknown value,0.0,,Fishing,3.0,8.0,2026-09-05 12:00:16
219010656,05/09/2026 12:02:10,55.061305,10.615352,Unknown value,0.0,,Sailing,4.0,11.0,2026-09-05 12:02:10
219010747,05/09/2026 12:00:14,56.037022,12.619207,Moored,0.0,286.1,Reserved,10.0,43.0,2026-09-05 12:00:14
219010791,05/09/2026 12:00:07,55.021658,10.68606,Unknown value,10.9,228.7,Pleasure,,,2026-09-05 12:00:07
219010799,05/09/2026 12:04:09,55.052347,10.611267,Unknown value,0.0,339.0,Pleasure,4.0,8.0,2026-09-05 12:04:09
219010835,05/09/2026 12:00:11,55.910263,10.253048,Unknown value,0.0,,Pleasure,4.0,11.0,2026-09-05 12:00:11
219010921,05/09/2026 12:05:36,56.19397,10.668592,Unknown value,0.0,296.1,Pleasure,5.0,14.0,2026-09-05 12:05:36
219011021,05/09/2026 12:02:11,55.060157,10.618982,Moored,0.0,193.0,Tug,6.0,16.0,2026-09-05 12:02:11
219011175,05/09/2026 12:00:21,55.46852,12.197518,Unknown value,0.1,,Sailing,,,2026-09-05 12:00:21
219011242,05/09/2026 12:00:13,55.571972,12.714855,Unknown value,5.7,141.6,Sailing,2.0,11.0,2026-09-05 12:00:13
219011283,05/09/2026 12:02:29,55.468917,10.530093,Unknown value,0.1,,Cargo,4.0,15.0,2026-09-05 12:02:29
219011321,05/09/2026 12:00:05,56.193937,10.668373,Unknown value,0.0,157.7,Fishing,4.0,14.0,2026-09-05 12:00:05
219011448,05/09/2026 12:03:01,55.850625,12.57219,Unknown value,0.1,,Sailing,4.0,14.0,2026-09-05 12:03:01
219011491,05/09/2026 12:00:03,55.059432,10.620928,Under way using engine,0.0,301.6,Dredging,10.0,75.0,2026-09-05 12:00:03
219011493,05/09/2026 12:00:05,55.469113,12.196873,Unknown value,0.1,153.2,Sailing,4.0,13.0,2026-09-05 12:00:05
219011538,05/09/2026 12:01:11,55.724087,11.761875,Under way using engine,0.1,0.0,Undefined,,,2026-09-05 12:01:11
219011639,05/09/2026 12:01:38,55.913233,11.672138,Unknown value,0.2,,Pleasure,3.0,11.0,2026-09-05 12:01:38
219011809,05/09/2026 12:03:21,55.472023,12.197663,Unknown value,0.0,,Sailing,4.0,12.0,2026-09-05 12:03:21
219011857,05/09/2026 12:00:06,55.88056,11.136517,Under way using engine,0.0,,Fishing,4.0,10.0,2026-09-05 12:00:06
219012073,05/09/2026 12:01:58,55.301343,10.805675,Moored,0.0,352.6,Other,15.0,54.0,2026-09-05 12:01:58
219012275,05/09/2026 12:02:57,55.720438,11.718615,Moored,0.0,,Other,4.0,16.0,2026-09-05 12:02:57
219012302,05/09/2026 12:00:03,56.126833,12.309,Engaged in fishing,0.0,50.0,Fishing,5.0,15.0,2026-09-05 12:00:03
219012344,05/09/2026 12:00:29,55.485658,10.59794,Unknown value,0.0,,SAR,2.0,7.0,2026-09-05 12:00:29
219012372,05/09/2026 12:00:11,55.716027,10.013633,Unknown value,0.1,,Pleasure,4.0,11.0,2026-09-05 12:00:11
219012509,05/09/2026 12:00:02,56.1952,10.668517,Under way using engine,0.0,348.9,Towing,4.0,16.0,2026-09-05 12:00:02
219012583,05/09/2026 12:00:57,54.953378,12.466407,Unknown value,0.1,,Pleasure,3.0,7.0,2026-09-05 12:00:57
219012727,05/09/2026 12:02:29,55.664797,12.63426,Unknown value,0.0,,Sailing,4.0,11.0,2026-09-05 12:02:29
219012788,05/09/2026 12:00:38,55.480742,11.05589,At anchor,0.2,332.3,Cargo,10.0,32.0,2026-09-05 12:00:38
219012789,05/09/2026 12:01:39,55.480605,11.092742,At anchor,0.1,62.2,Other,2.0,2.0,2026-09-05 12:01:39
219012966,05/09/2026 12:00:01,55.26825,11.787557,Unknown value,0.0,,Pleasure,2.0,5.0,2026-09-05 12:00:01
219013073,05/09/2026 12:00:03,55.943615,11.76705,Unknown value,0.3,180.8,Sailing,3.0,8.0,2026-09-05 12:00:03
219013106,05/09/2026 12:02:02,55.5672,10.081852,Unknown value,0.0,,Fishing,4.0,9.0,2026-09-05 12:02:02
219013359,05/09/2026 12:00:07,55.15319,10.14264,Unknown value,0.0,67.1,Sailing,3.0,11.0,2026-09-05 12:00:07
219013514,05/09/2026 12:00:10,55.335133,11.139072,Restricted maneuverability,0.0,207.4,Other,18.0,22.0,2026-09-05 12:00:10
219013524,05/09/2026 12:03:27,55.643013,12.649578,Unknown value,0.0,,Pleasure,4.0,10.0,2026-09-05 12:03:27
219013667,05/09/2026 12:02:12,55.754733,11.32354,Unknown value,0.0,,Sailing,3.0,11.0,2026-09-05 12:02:12
219013796,05/09/2026 12:00:11,55.650975,12.080063,Unknown value,0.1,,Sailing,4.0,18.0,2026-09-05 12:00:11
219013964,05/09/2026 12:00:07,55.040108,10.579423,Under way using engine,6.4,81.2,Reserved,8.0,32.0,2026-09-05 12:00:07
219014089,05/09/2026 12:01:41,54.80253,11.636078,Unknown value,0.0,,Sailing,2.0,8.0,2026-09-05 12:01:41
219014219,05/09/2026 12:02:06,54.655558,11.347972,Moored,0.0,151.2,Dredging,4.0,14.0,2026-09-05 12:02:06
219014224,05/09/2026 12:00:49,54.892555,12.044693,Unknown value,0.0,,Tug,4.0,11.0,2026-09-05 12:00:49
219014266,05/09/2026 12:01:03,55.69585,12.612605,Unknown value,0.0,0.0,Port tender,4.0,8.0,2026-09-05 12:01:03
219014399,05/09/2026 12:01:24,55.636007,12.655325,Unknown value,0.0,270.4,Sailing,4.0,12.0,2026-09-05 12:01:24
219014523,05/09/2026 12:01:50,55.327273,11.13056,Unknown value,0.0,334.7,Sailing,3.0,10.0,2026-09-05 12:01:50
219014538,05/09/2026 12:00:18,55.688512,12.618125,Unknown value,0.1,,Pleasure,,,2026-09-05 12:00:18
219014559,05/09/2026 12:00:05,55.679615,12.069503,Unknown value,0.0,111.1,Pleasure,4.0,11.0,2026-09-05 12:00:05
219014735,05/09/2026 12:02:18,54.772135,11.860317,Unknown value,0.0,,Pleasure,,,2026-09-05 12:02:18
